time,gFx,gFy,gFz,TgF
2.269000,-0.0828,1.0058,-0.0081,1.009
2.270000,-0.0848,1.0057,-0.0074,1.009
2.272000,-0.0869,1.0059,-0.0061,1.010
2.274000,-0.0910,1.0054,-0.0053,1.009
2.276000,-0.0942,1.0053,-0.0057,1.010
2.277000,-0.0969,1.0059,-0.0065,1.011
2.279000,-0.0998,1.0067,-0.0077,1.012
2.281000,-0.1018,1.0077,-0.0096,1.013
2.284000,-0.1010,1.0091,-0.0105,1.014
2.286000,-0.0992,1.0089,-0.0116,1.014
2.287000,-0.0961,1.0089,-0.0121,1.014
2.290000,-0.0923,1.0097,-0.0115,1.014
2.292000,-0.0898,1.0077,-0.0108,1.012
2.294000,-0.0855,1.0073,-0.0102,1.011
2.295000,-0.0814,1.0072,-0.0088,1.011
2.297000,-0.0774,1.0067,-0.0077,1.010
2.302000,-0.0727,1.0067,-0.0074,1.009
2.303000,-0.0680,1.0060,-0.0080,1.008
2.304000,-0.0655,1.0056,-0.0085,1.008
2.306000,-0.0632,1.0054,-0.0097,1.007
2.308000,-0.0602,1.0037,-0.0104,1.006
2.310000,-0.0581,1.0025,-0.0105,1.004
2.311000,-0.0575,1.0018,-0.0102,1.004
2.313000,-0.0571,1.0014,-0.0101,1.003
2.315000,-0.0563,1.0019,-0.0102,1.004
2.318000,-0.0577,1.0026,-0.0105,1.004
2.320000,-0.0575,1.0015,-0.0116,1.003
2.322000,-0.0568,1.0013,-0.0122,1.003
2.324000,-0.0572,1.0017,-0.0128,1.003
2.326000,-0.0582,1.0008,-0.0122,1.003
2.327000,-0.0584,1.0007,-0.0109,1.002
2.329000,-0.0569,0.9999,-0.0098,1.002
2.331000,-0.0567,0.9997,-0.0087,1.001
2.336000,-0.0551,0.9998,-0.0077,1.001
2.336000,-0.0544,1.0002,-0.0062,1.002
2.338000,-0.0552,1.0005,-0.0058,1.002
2.339000,-0.0562,1.0011,-0.0057,1.003
2.342000,-0.0564,1.0011,-0.0064,1.003
2.345000,-0.0562,1.0011,-0.0058,1.003
2.345000,-0.0557,1.0016,-0.0060,1.003
2.347000,-0.0550,1.0017,-0.0065,1.003
2.349000,-0.0548,1.0015,-0.0071,1.003
2.355000,-0.0555,1.0020,-0.0071,1.004
2.356000,-0.0558,1.0020,-0.0073,1.004
2.356000,-0.0565,1.0017,-0.0071,1.003
2.361000,-0.0568,1.0014,-0.0067,1.003
2.361000,-0.0576,1.0011,-0.0067,1.003
2.362000,-0.0587,1.0005,-0.0068,1.002
2.364000,-0.0599,0.9998,-0.0066,1.002
2.366000,-0.0608,0.9999,-0.0059,1.002
2.372000,-0.0630,1.0001,-0.0059,1.002
2.372000,-0.0659,1.0001,-0.0063,1.002
2.373000,-0.0679,1.0011,-0.0067,1.003
2.374000,-0.0695,1.0008,-0.0071,1.003
2.376000,-0.0705,1.0016,-0.0079,1.004
2.378000,-0.0720,1.0024,-0.0084,1.005
2.379000,-0.0727,1.0033,-0.0084,1.006
2.381000,-0.0728,1.0042,-0.0082,1.007
2.385000,-0.0723,1.0049,-0.0073,1.008
2.386000,-0.0733,1.0052,-0.0070,1.008
2.388000,-0.0740,1.0045,-0.0066,1.007
2.390000,-0.0733,1.0037,-0.0054,1.006
2.391000,-0.0724,1.0028,-0.0041,1.005
2.394000,-0.0711,1.0020,-0.0042,1.005
2.396000,-0.0704,1.0020,-0.0046,1.004
2.397000,-0.0699,1.0019,-0.0047,1.004
2.399000,-0.0691,1.0024,-0.0050,1.005
2.402000,-0.0687,1.0036,-0.0065,1.006
2.404000,-0.0684,1.0047,-0.0081,1.007
2.406000,-0.0676,1.0037,-0.0081,1.006
2.408000,-0.0668,1.0013,-0.0061,1.004
2.410000,-0.0665,0.9989,-0.0047,1.001
2.411000,-0.0667,0.9976,-0.0040,1.000
2.413000,-0.0671,0.9975,-0.0038,1.000
2.415000,-0.0676,0.9967,-0.0038,0.999
2.419000,-0.0675,0.9968,-0.0047,0.999
2.420000,-0.0672,0.9979,-0.0056,1.000
2.422000,-0.0677,0.9979,-0.0084,1.000
2.425000,-0.0677,0.9972,-0.0104,1.000
2.426000,-0.0669,0.9971,-0.0127,0.999
2.428000,-0.0672,0.9980,-0.0154,1.000
2.431000,-0.0667,0.9991,-0.0178,1.001
2.431000,-0.0670,1.0008,-0.0192,1.003
2.436000,-0.0687,1.0020,-0.0195,1.005
2.437000,-0.0699,1.0025,-0.0179,1.005
2.438000,-0.0705,1.0026,-0.0179,1.005
2.441000,-0.0713,1.0034,-0.0173,1.006
2.443000,-0.0725,1.0029,-0.0168,1.006
2.444000,-0.0733,1.0036,-0.0162,1.006
2.446000,-0.0735,1.0031,-0.0157,1.006
2.447000,-0.0733,1.0029,-0.0156,1.006
2.450000,-0.0735,1.0025,-0.0153,1.005
2.453000,-0.0735,1.0025,-0.0145,1.005
2.454000,-0.0727,1.0017,-0.0146,1.004
2.456000,-0.0726,1.0015,-0.0150,1.004
2.458000,-0.0717,1.0026,-0.0158,1.005
2.460000,-0.0709,1.0022,-0.0166,1.005
2.461000,-0.0689,1.0014,-0.0165,1.004
2.464000,-0.0672,1.0020,-0.0159,1.004
2.473000,-0.0669,1.0030,-0.0156,1.005
2.474000,-0.0660,1.0031,-0.0154,1.005
2.474000,-0.0644,1.0018,-0.0156,1.004
2.475000,-0.0626,1.0013,-0.0170,1.003
2.475000,-0.0612,1.0017,-0.0168,1.004
2.477000,-0.0604,1.0029,-0.0184,1.005
2.479000,-0.0599,1.0035,-0.0190,1.005
2.480000,-0.0578,1.0040,-0.0196,1.006
2.481000,-0.0579,1.0052,-0.0192,1.007
2.485000,-0.0590,1.0050,-0.0199,1.007
2.491000,-0.0587,1.0049,-0.0196,1.007
2.492000,-0.0574,1.0057,-0.0190,1.008
2.492000,-0.0569,1.0055,-0.0187,1.007
2.492000,-0.0564,1.0048,-0.0196,1.007
2.494000,-0.0562,1.0044,-0.0200,1.006
2.496000,-0.0561,1.0038,-0.0206,1.006
2.499000,-0.0555,1.0032,-0.0204,1.005
2.502000,-0.0550,1.0035,-0.0197,1.005
2.502000,-0.0532,1.0038,-0.0200,1.005
2.505000,-0.0508,1.0036,-0.0198,1.005
2.506000,-0.0480,1.0032,-0.0189,1.004
2.508000,-0.0455,1.0026,-0.0171,1.004
2.510000,-0.0430,1.0017,-0.0160,1.003
2.512000,-0.0406,1.0005,-0.0142,1.001
2.513000,-0.0394,1.0001,-0.0126,1.001
2.515000,-0.0390,1.0007,-0.0120,1.002
2.517000,-0.0396,0.9998,-0.0119,1.001
2.520000,-0.0410,0.9992,-0.0115,1.000
2.522000,-0.0428,0.9986,-0.0118,1.000
2.523000,-0.0445,0.9988,-0.0119,1.000
2.526000,-0.0459,0.9991,-0.0127,1.000
2.528000,-0.0487,0.9990,-0.0132,1.000
2.529000,-0.0516,0.9989,-0.0131,1.000
2.531000,-0.0535,0.9991,-0.0127,1.001
2.534000,-0.0532,0.9994,-0.0125,1.001
2.536000,-0.0535,0.9999,-0.0140,1.001
2.538000,-0.0555,0.9988,-0.0163,1.000
2.539000,-0.0563,0.9999,-0.0163,1.002
2.542000,-0.0576,0.9999,-0.0154,1.002
2.544000,-0.0574,0.9989,-0.0147,1.001
2.549000,-0.0574,0.9987,-0.0161,1.000
2.550000,-0.0597,0.9977,-0.0172,1.000
2.550000,-0.0631,0.9980,-0.0170,1.000
2.553000,-0.0655,0.9986,-0.0178,1.001
2.554000,-0.0664,0.9996,-0.0173,1.002
2.556000,-0.0678,1.0005,-0.0151,1.003
2.558000,-0.0692,1.0009,-0.0131,1.003
2.560000,-0.0693,1.0014,-0.0121,1.004
2.562000,-0.0693,1.0000,-0.0130,1.003
2.564000,-0.0683,0.9996,-0.0139,1.002
2.566000,-0.0661,0.9997,-0.0123,1.002
2.568000,-0.0634,0.9998,-0.0102,1.002
2.570000,-0.0623,1.0001,-0.0091,1.002
2.571000,-0.0624,0.9986,-0.0067,1.001
2.574000,-0.0647,0.9975,-0.0056,1.000
2.576000,-0.0660,0.9968,-0.0051,0.999
2.577000,-0.0668,0.9972,-0.0054,0.999
2.579000,-0.0669,0.9991,-0.0037,1.001
2.582000,-0.0657,1.0016,-0.0026,1.004
2.584000,-0.0646,1.0036,-0.0018,1.006
2.588000,-0.0628,1.0045,-0.0015,1.006
2.589000,-0.0590,1.0044,-0.0017,1.006
2.589000,-0.0567,1.0045,-0.0024,1.006
2.592000,-0.0546,1.0032,-0.0045,1.005
2.594000,-0.0513,1.0025,-0.0059,1.004
2.595000,-0.0502,1.0023,-0.0050,1.004
2.597000,-0.0504,1.0024,-0.0049,1.004
2.599000,-0.0502,1.0035,-0.0043,1.005
2.604000,-0.0484,1.0045,-0.0050,1.006
2.605000,-0.0469,1.0037,-0.0065,1.005
2.606000,-0.0456,1.0034,-0.0077,1.004
2.607000,-0.0451,1.0025,-0.0085,1.004
2.611000,-0.0442,1.0022,-0.0099,1.003
2.611000,-0.0435,1.0019,-0.0115,1.003
2.614000,-0.0415,1.0020,-0.0127,1.003
2.616000,-0.0402,1.0029,-0.0133,1.004
2.617000,-0.0413,1.0044,-0.0134,1.005
2.620000,-0.0420,1.0056,-0.0137,1.007
2.622000,-0.0420,1.0051,-0.0136,1.006
2.624000,-0.0422,1.0056,-0.0130,1.007
2.626000,-0.0424,1.0062,-0.0115,1.007
2.628000,-0.0425,1.0066,-0.0109,1.008
2.632000,-0.0428,1.0064,-0.0115,1.007
2.632000,-0.0437,1.0060,-0.0107,1.007
2.633000,-0.0436,1.0060,-0.0090,1.007
2.638000,-0.0441,1.0062,-0.0088,1.007
2.639000,-0.0462,1.0056,-0.0088,1.007
2.640000,-0.0475,1.0048,-0.0074,1.006
2.643000,-0.0492,1.0045,-0.0056,1.006
2.643000,-0.0510,1.0038,-0.0055,1.005
2.646000,-0.0521,1.0036,-0.0058,1.005
2.648000,-0.0517,1.0046,-0.0066,1.006
2.651000,-0.0531,1.0051,-0.0068,1.007
2.651000,-0.0551,1.0053,-0.0066,1.007
2.655000,-0.0560,1.0050,-0.0068,1.007
2.656000,-0.0570,1.0049,-0.0060,1.007
2.662000,-0.0573,1.0050,-0.0043,1.007
2.663000,-0.0580,1.0041,-0.0036,1.006
2.664000,-0.0583,1.0033,-0.0028,1.005
2.664000,-0.0577,1.0036,-0.0013,1.005
2.665000,-0.0571,1.0031,-0.0005,1.005
2.667000,-0.0564,1.0034,-0.0002,1.005
2.671000,-0.0559,1.0038,0.0004,1.005
2.673000,-0.0563,1.0036,0.0002,1.005
2.674000,-0.0563,1.0035,0.0000,1.005
2.676000,-0.0568,1.0045,0.0002,1.006
2.678000,-0.0581,1.0044,0.0009,1.006
2.680000,-0.0595,1.0042,0.0017,1.006
2.682000,-0.0608,1.0038,0.0028,1.006
2.683000,-0.0610,1.0033,0.0035,1.005
2.686000,-0.0612,1.0032,0.0046,1.005
2.689000,-0.0619,1.0031,0.0040,1.005
2.690000,-0.0612,1.0025,0.0030,1.004
2.692000,-0.0612,1.0021,0.0020,1.004
2.694000,-0.0610,1.0020,0.0012,1.004
2.696000,-0.0613,1.0011,0.0015,1.003
2.698000,-0.0615,1.0005,0.0032,1.002
2.699000,-0.0608,1.0002,0.0037,1.002
2.701000,-0.0609,1.0001,0.0035,1.002
2.705000,-0.0609,1.0007,0.0042,1.003
2.706000,-0.0598,1.0004,0.0054,1.002
2.708000,-0.0600,1.0008,0.0049,1.003
2.711000,-0.0603,1.0015,0.0035,1.003
2.713000,-0.0594,1.0015,0.0045,1.003
2.713000,-0.0583,1.0011,0.0058,1.003
2.716000,-0.0592,1.0007,0.0034,1.002
2.719000,-0.0597,1.0004,0.0027,1.002
2.724000,-0.0606,0.9999,0.0046,1.002
2.725000,-0.0609,0.9996,0.0046,1.002
2.725000,-0.0611,0.9989,0.0035,1.001
2.727000,-0.0607,0.9990,0.0040,1.001
2.728000,-0.0601,0.9992,0.0050,1.001
2.730000,-0.0598,1.0000,0.0046,1.002
2.732000,-0.0581,1.0000,0.0058,1.002
2.733000,-0.0580,1.0004,0.0075,1.002
2.736000,-0.0591,1.0005,0.0054,1.002
2.739000,-0.0587,1.0013,0.0041,1.003
2.740000,-0.0584,1.0016,0.0050,1.003
2.742000,-0.0600,1.0012,0.0037,1.003
2.746000,-0.0623,1.0006,0.0022,1.003
2.747000,-0.0636,1.0005,0.0027,1.002
2.748000,-0.0647,1.0000,0.0018,1.002
2.749000,-0.0661,1.0002,-0.0008,1.002
2.752000,-0.0676,1.0016,-0.0023,1.004
2.756000,-0.0680,1.0021,-0.0017,1.004
2.759000,-0.0679,1.0011,-0.0028,1.003
2.759000,-0.0677,1.0005,-0.0039,1.003
2.760000,-0.0665,1.0018,-0.0019,1.004
2.763000,-0.0653,1.0026,-0.0007,1.005
2.765000,-0.0642,1.0035,-0.0023,1.006
2.766000,-0.0639,1.0031,-0.0034,1.005
2.769000,-0.0641,1.0041,-0.0026,1.006
2.774000,-0.0655,1.0041,-0.0027,1.006
2.775000,-0.0668,1.0041,-0.0046,1.006
2.776000,-0.0681,1.0040,-0.0054,1.006
2.776000,-0.0689,1.0034,-0.0054,1.006
2.780000,-0.0686,1.0037,-0.0049,1.006
2.781000,-0.0674,1.0032,-0.0039,1.005
2.782000,-0.0661,1.0035,-0.0012,1.006
2.784000,-0.0647,1.0033,0.0018,1.005
2.786000,-0.0634,1.0035,0.0034,1.005
2.790000,-0.0620,1.0033,0.0033,1.005
2.790000,-0.0622,1.0031,0.0028,1.005
2.793000,-0.0627,1.0018,0.0031,1.004
2.793000,-0.0622,1.0019,0.0048,1.004
2.796000,-0.0620,1.0025,0.0055,1.004
2.799000,-0.0622,1.0035,0.0056,1.005
2.799000,-0.0625,1.0041,0.0060,1.006
2.802000,-0.0634,1.0040,0.0063,1.006
2.806000,-0.0647,1.0037,0.0061,1.006
2.807000,-0.0642,1.0038,0.0052,1.006
2.809000,-0.0653,1.0037,0.0033,1.006
2.810000,-0.0678,1.0034,0.0025,1.006
2.812000,-0.0693,1.0034,0.0016,1.006
2.815000,-0.0694,1.0039,0.0014,1.006
2.815000,-0.0693,1.0045,0.0029,1.007
2.819000,-0.0697,1.0035,0.0042,1.006
2.819000,-0.0699,1.0035,0.0054,1.006
2.823000,-0.0707,1.0035,0.0062,1.006
2.824000,-0.0728,1.0037,0.0054,1.006
2.825000,-0.0759,1.0052,0.0044,1.008
2.827000,-0.0781,1.0057,0.0046,1.009
2.829000,-0.0798,1.0053,0.0054,1.008
2.831000,-0.0805,1.0050,0.0050,1.008
2.833000,-0.0814,1.0048,0.0039,1.008
2.835000,-0.0826,1.0042,0.0035,1.008
2.839000,-0.0831,1.0040,0.0031,1.007
2.841000,-0.0830,1.0037,0.0031,1.007
2.841000,-0.0834,1.0024,0.0034,1.006
2.844000,-0.0838,1.0022,0.0032,1.006
2.845000,-0.0851,1.0028,0.0041,1.006
2.847000,-0.0859,1.0028,0.0060,1.006
2.849000,-0.0858,1.0027,0.0048,1.006
2.851000,-0.0848,1.0029,0.0029,1.006
2.856000,-0.0843,1.0024,0.0048,1.006
2.858000,-0.0836,1.0024,0.0071,1.006
2.858000,-0.0814,1.0029,0.0074,1.006
2.860000,-0.0793,1.0029,0.0074,1.006
2.861000,-0.0779,1.0024,0.0074,1.005
2.863000,-0.0760,1.0019,0.0076,1.005
2.865000,-0.0735,1.0017,0.0079,1.004
2.868000,-0.0722,1.0019,0.0074,1.005
2.869000,-0.0718,1.0036,0.0060,1.006
2.872000,-0.0718,1.0039,0.0045,1.006
2.874000,-0.0727,1.0030,0.0017,1.006
2.876000,-0.0736,1.0033,-0.0011,1.006
2.878000,-0.0734,1.0035,-0.0014,1.006
2.880000,-0.0734,1.0040,-0.0004,1.007
2.882000,-0.0730,1.0032,-0.0002,1.006
2.883000,-0.0714,1.0029,-0.0009,1.005
2.885000,-0.0697,1.0028,-0.0005,1.005
2.889000,-0.0691,1.0025,-0.0007,1.005
2.892000,-0.0671,1.0022,-0.0015,1.004
2.892000,-0.0641,1.0025,-0.0023,1.005
2.895000,-0.0621,1.0032,-0.0018,1.005
2.895000,-0.0604,1.0043,-0.0019,1.006
2.898000,-0.0600,1.0048,-0.0041,1.007
2.899000,-0.0593,1.0037,-0.0056,1.005
2.901000,-0.0583,1.0039,-0.0046,1.006
2.910000,-0.0584,1.0037,-0.0034,1.005
2.912000,-0.0581,1.0028,-0.0021,1.004
2.912000,-0.0574,1.0017,-0.0002,1.003
2.912000,-0.0568,1.0018,0.0006,1.003
2.913000,-0.0571,1.0026,0.0012,1.004
2.916000,-0.0570,1.0016,0.0016,1.003
2.917000,-0.0562,1.0011,0.0023,1.003
2.917000,-0.0551,1.0015,0.0033,1.003
2.920000,-0.0540,1.0017,0.0049,1.003
2.927000,-0.0531,1.0015,0.0060,1.003
2.928000,-0.0531,1.0014,0.0052,1.003
2.928000,-0.0543,1.0015,0.0031,1.003
2.929000,-0.0569,1.0015,0.0021,1.003
2.930000,-0.0611,1.0007,0.0004,1.003
2.932000,-0.0643,1.0003,-0.0030,1.002
2.934000,-0.0664,1.0004,-0.0041,1.003
2.936000,-0.0681,1.0004,-0.0026,1.003
2.941000,-0.0696,1.0006,-0.0027,1.003
2.943000,-0.0706,1.0016,-0.0030,1.004
2.943000,-0.0710,1.0017,-0.0035,1.004
2.944000,-0.0708,1.0014,-0.0047,1.004
2.946000,-0.0705,1.0013,-0.0054,1.004
2.948000,-0.0704,1.0018,-0.0054,1.004
2.950000,-0.0704,1.0016,-0.0081,1.004
2.951000,-0.0709,1.0016,-0.0103,1.004
2.953000,-0.0702,1.0015,-0.0110,1.004
2.957000,-0.0693,1.0014,-0.0105,1.004
2.959000,-0.0675,1.0013,-0.0105,1.004
2.960000,-0.0641,1.0021,-0.0104,1.004
2.962000,-0.0600,1.0030,-0.0104,1.005
2.964000,-0.0549,1.0059,-0.0103,1.007
2.966000,-0.0514,1.0094,-0.0090,1.011
2.969000,-0.0434,1.0129,-0.0074,1.014
2.970000,-0.0367,1.0131,-0.0037,1.014
2.973000,-0.0329,1.0209,-0.0053,1.021
2.976000,-0.0289,1.0249,-0.0209,1.026
2.977000,-0.0356,1.0166,-0.0194,1.017
2.977000,-0.0510,1.0013,-0.0011,1.003
2.980000,-0.0677,0.9878,0.0121,0.990
2.982000,-0.0806,0.9809,0.0214,0.984
2.983000,-0.0950,0.9805,0.0252,0.985
2.985000,-0.1088,0.9854,0.0201,0.992
2.990000,-0.1158,0.9927,0.0118,0.999
2.990000,-0.1183,1.0014,-0.0008,1.008
2.992000,-0.1188,1.0085,-0.0171,1.016
2.993000,-0.1168,1.0110,-0.0320,1.018
2.995000,-0.1173,1.0087,-0.0401,1.016
2.997000,-0.1246,1.0026,-0.0379,1.011
2.999000,-0.1420,0.9892,-0.0315,1.000
3.001000,-0.1705,0.9658,-0.0241,0.981
3.004000,-0.1977,0.9360,-0.0182,0.957
3.007000,-0.2011,0.9131,-0.0170,0.935
3.008000,-0.1797,0.9034,-0.0215,0.921
3.010000,-0.1428,0.9064,-0.0297,0.918
3.012000,-0.1001,0.9174,-0.0352,0.924
3.014000,-0.0594,0.9344,-0.0357,0.937
3.015000,-0.0242,0.9557,-0.0313,0.957
3.017000,0.0030,0.9794,-0.0229,0.980
3.019000,0.0204,1.0022,-0.0089,1.002
3.022000,0.0274,1.0211,0.0100,1.021
3.023000,0.0251,1.0345,0.0307,1.035
3.026000,0.0163,1.0442,0.0495,1.045
3.028000,0.0041,1.0508,0.0616,1.053
3.030000,-0.0093,1.0563,0.0680,1.059
3.031000,-0.0213,1.0600,0.0685,1.062
3.033000,-0.0337,1.0617,0.0633,1.064
3.035000,-0.0455,1.0626,0.0546,1.065
3.037000,-0.0565,1.0619,0.0434,1.064
3.040000,-0.0621,1.0603,0.0341,1.063
3.041000,-0.0592,1.0472,0.0265,1.049
3.044000,-0.0556,1.0312,0.0231,1.033
3.046000,-0.0554,1.0201,0.0203,1.022
3.048000,-0.0585,1.0116,0.0167,1.013
3.049000,-0.0597,1.0053,0.0151,1.007
3.051000,-0.0554,1.0011,0.0150,1.003
3.053000,-0.0489,0.9991,0.0127,1.000
3.058000,-0.0433,0.9986,0.0100,1.000
3.059000,-0.0401,0.9992,0.0074,1.000
3.060000,-0.0383,1.0016,0.0045,1.002
3.063000,-0.0387,1.0042,0.0025,1.005
3.063000,-0.0401,1.0052,0.0015,1.006
3.067000,-0.0413,1.0045,0.0008,1.005
3.068000,-0.0443,1.0039,0.0013,1.005
3.069000,-0.0483,1.0022,0.0014,1.003
3.073000,-0.0488,1.0007,0.0013,1.002
3.074000,-0.0463,0.9995,0.0007,1.001
3.076000,-0.0457,0.9979,0.0000,0.999
3.078000,-0.0458,0.9974,0.0000,0.998
3.081000,-0.0436,0.9977,-0.0010,0.999
3.085000,-0.0433,0.9980,-0.0018,0.999
3.085000,-0.0437,0.9984,-0.0021,0.999
3.086000,-0.0426,0.9989,-0.0017,1.000
3.089000,-0.0422,0.9993,-0.0016,1.000
3.090000,-0.0418,0.9999,-0.0010,1.001
3.092000,-0.0412,1.0008,0.0011,1.002
3.094000,-0.0400,1.0016,0.0037,1.002
3.095000,-0.0394,1.0027,0.0062,1.003
3.100000,-0.0394,1.0041,0.0087,1.005
3.101000,-0.0410,1.0048,0.0097,1.006
3.104000,-0.0434,1.0058,0.0099,1.007
3.105000,-0.0448,1.0069,0.0096,1.008
3.106000,-0.0464,1.0069,0.0084,1.008
3.109000,-0.0479,1.0071,0.0056,1.008
3.110000,-0.0495,1.0060,0.0032,1.007
3.112000,-0.0511,1.0051,0.0012,1.006
3.115000,-0.0523,1.0038,-0.0009,1.005
3.116000,-0.0525,1.0037,-0.0020,1.005
3.117000,-0.0509,1.0027,-0.0013,1.004
3.119000,-0.0469,1.0020,0.0008,1.003
3.124000,-0.0429,1.0013,0.0010,1.002
3.125000,-0.0399,1.0007,-0.0008,1.002
3.126000,-0.0370,1.0015,-0.0038,1.002
3.128000,-0.0326,1.0013,-0.0069,1.002
3.130000,-0.0294,1.0003,-0.0102,1.001
3.131000,-0.0284,0.9999,-0.0125,1.000
3.133000,-0.0285,0.9999,-0.0154,1.000
3.135000,-0.0303,1.0002,-0.0176,1.001
3.137000,-0.0321,0.9997,-0.0194,1.000
3.140000,-0.0361,0.9996,-0.0225,1.001
3.142000,-0.0412,0.9998,-0.0246,1.001
3.143000,-0.0467,0.9996,-0.0251,1.001
3.145000,-0.0520,1.0009,-0.0252,1.003
3.147000,-0.0570,1.0020,-0.0255,1.004
3.149000,-0.0618,1.0023,-0.0251,1.004
3.151000,-0.0653,1.0030,-0.0248,1.005
3.153000,-0.0679,1.0032,-0.0240,1.006
3.156000,-0.0690,1.0037,-0.0226,1.006
3.159000,-0.0703,1.0041,-0.0214,1.007
3.159000,-0.0712,1.0043,-0.0204,1.007
3.161000,-0.0719,1.0043,-0.0178,1.007
3.163000,-0.0725,1.0038,-0.0151,1.007
3.165000,-0.0738,1.0034,-0.0132,1.006
3.167000,-0.0762,1.0034,-0.0108,1.006
3.169000,-0.0793,1.0030,-0.0094,1.006
3.172000,-0.0808,1.0031,-0.0090,1.006
3.174000,-0.0823,1.0033,-0.0082,1.007
3.178000,-0.0833,1.0037,-0.0064,1.007
3.178000,-0.0839,1.0048,-0.0040,1.008
3.179000,-0.0836,1.0057,-0.0014,1.009
3.182000,-0.0835,1.0062,0.0000,1.010
3.183000,-0.0825,1.0057,0.0017,1.009
3.185000,-0.0824,1.0049,0.0035,1.008
3.187000,-0.0833,1.0046,0.0051,1.008
3.193000,-0.0854,1.0049,0.0066,1.009
3.193000,-0.0870,1.0045,0.0079,1.008
3.194000,-0.0873,1.0050,0.0084,1.009
3.196000,-0.0882,1.0066,0.0100,1.010
3.198000,-0.0888,1.0076,0.0108,1.012
3.200000,-0.0890,1.0074,0.0107,1.011
3.202000,-0.0892,1.0075,0.0109,1.012
3.204000,-0.0892,1.0071,0.0108,1.011
3.207000,-0.0887,1.0066,0.0100,1.011
3.208000,-0.0884,1.0062,0.0083,1.010
3.210000,-0.0886,1.0058,0.0079,1.010
3.212000,-0.0883,1.0060,0.0070,1.010
3.213000,-0.0866,1.0067,0.0059,1.010
3.216000,-0.0850,1.0061,0.0052,1.010
3.217000,-0.0832,1.0051,0.0039,1.009
3.221000,-0.0820,1.0043,0.0033,1.008
3.221000,-0.0806,1.0030,0.0027,1.006
3.224000,-0.0790,1.0029,0.0011,1.006
3.225000,-0.0791,1.0028,0.0004,1.006
3.229000,-0.0795,1.0029,-0.0000,1.006
3.230000,-0.0801,1.0030,-0.0005,1.006
3.232000,-0.0814,1.0038,-0.0003,1.007
3.233000,-0.0813,1.0039,0.0000,1.007
3.235000,-0.0808,1.0032,0.0009,1.006
3.237000,-0.0787,1.0028,0.0024,1.006
3.241000,-0.0770,1.0031,0.0032,1.006
3.243000,-0.0751,1.0029,0.0052,1.006
3.243000,-0.0727,1.0022,0.0071,1.005
3.246000,-0.0719,1.0022,0.0082,1.005
3.247000,-0.0705,1.0031,0.0092,1.006
3.249000,-0.0695,1.0027,0.0100,1.005
3.251000,-0.0688,1.0026,0.0101,1.005
3.254000,-0.0697,1.0022,0.0101,1.005
3.255000,-0.0710,1.0026,0.0096,1.005
3.258000,-0.0721,1.0029,0.0093,1.006
3.260000,-0.0724,1.0039,0.0097,1.007
3.263000,-0.0729,1.0040,0.0106,1.007
3.263000,-0.0717,1.0034,0.0116,1.006
3.265000,-0.0687,1.0032,0.0128,1.006
3.267000,-0.0638,1.0026,0.0166,1.005
3.269000,-0.0580,1.0023,0.0203,1.004
3.271000,-0.0523,1.0025,0.0238,1.004
3.274000,-0.0480,1.0019,0.0261,1.003
3.276000,-0.0444,1.0009,0.0266,1.002
3.278000,-0.0417,1.0007,0.0259,1.002
3.282000,-0.0408,1.0014,0.0229,1.003
3.282000,-0.0405,1.0023,0.0204,1.003
3.283000,-0.0420,1.0024,0.0165,1.003
3.285000,-0.0452,1.0022,0.0116,1.003
3.287000,-0.0493,1.0024,0.0067,1.004
3.291000,-0.0539,1.0029,0.0024,1.004
3.293000,-0.0582,1.0034,-0.0017,1.005
3.293000,-0.0644,1.0029,-0.0056,1.005
3.296000,-0.0699,1.0032,-0.0096,1.006
3.297000,-0.0737,1.0035,-0.0120,1.006
3.299000,-0.0766,1.0036,-0.0125,1.007
3.301000,-0.0799,1.0035,-0.0127,1.007
3.303000,-0.0805,1.0035,-0.0120,1.007
3.305000,-0.0810,1.0037,-0.0110,1.007
3.308000,-0.0829,1.0036,-0.0091,1.007
3.310000,-0.0850,1.0036,-0.0076,1.007
3.313000,-0.0870,1.0030,-0.0059,1.007
3.314000,-0.0893,1.0033,-0.0041,1.007
3.316000,-0.0924,1.0036,-0.0017,1.008
3.317000,-0.0968,1.0038,-0.0002,1.008
3.319000,-0.1016,1.0044,0.0008,1.010
3.321000,-0.1066,1.0036,0.0017,1.009
3.328000,-0.1111,1.0040,0.0013,1.010
3.328000,-0.1133,1.0045,0.0010,1.011
3.329000,-0.1134,1.0035,0.0019,1.010
3.329000,-0.1130,1.0008,0.0024,1.007
3.332000,-0.1129,0.9985,0.0028,1.005
3.334000,-0.1114,0.9977,0.0041,1.004
3.336000,-0.1077,0.9985,0.0046,1.004
3.338000,-0.1043,0.9994,0.0050,1.005
3.342000,-0.0996,1.0007,0.0054,1.006
3.343000,-0.0944,1.0026,0.0058,1.007
3.344000,-0.0886,1.0039,0.0065,1.008
3.348000,-0.0829,1.0053,0.0068,1.009
3.348000,-0.0775,1.0058,0.0072,1.009
3.350000,-0.0728,1.0058,0.0087,1.008
3.351000,-0.0683,1.0065,0.0094,1.009
3.353000,-0.0649,1.0063,0.0092,1.008
3.360000,-0.0622,1.0061,0.0086,1.008
3.361000,-0.0604,1.0049,0.0077,1.007
