time,X_value,Y_value,Z_value
1.0601,-0.02144,-0.16757,-0.06969
1.0607,-0.01279,-0.15913,-0.06347
1.0629,-0.01617,-0.14717,-0.03963
1.0669,-0.02195,-0.11986,-0.01739
1.0736,-0.03118,-0.09751,-0.00388
1.0758,-0.03800,-0.06820,0.00224
1.0795,-0.04231,-0.04507,-0.00375
1.0837,-0.03119,-0.01736,-0.00629
1.0995,-0.02729,0.00419,-0.00772
1.1058,-0.02940,0.03744,-0.00444
1.1073,-0.04450,0.06685,-0.00114
1.1073,-0.05468,0.08533,0.00446
1.1077,-0.06243,0.09057,0.01490
1.1078,-0.07018,0.09338,0.01472
1.1119,-0.06708,0.08547,0.02298
1.1151,-0.05214,0.07049,0.03131
1.1192,-0.05748,0.05206,0.05978
1.1229,-0.05445,0.03736,0.07736
1.1266,-0.05143,0.01802,0.10430
1.1306,-0.04958,0.01070,0.13000
1.1397,-0.05850,-0.00130,0.14830
1.1397,-0.04592,-0.00844,0.14145
1.1427,-0.02870,-0.02504,0.11695
1.1464,-0.02705,-0.03795,0.08928
1.1509,-0.01586,-0.04601,0.05724
1.1551,-0.01069,-0.04332,0.04453
1.1592,0.00163,-0.05255,0.04035
1.1628,0.00794,-0.06289,0.03033
1.1671,0.00587,-0.05175,0.02509
1.1722,-0.00568,-0.05140,0.02456
1.1744,-0.02182,-0.05460,0.01925
1.1793,-0.04376,-0.04709,0.01151
1.1827,-0.06078,-0.04556,0.01313
1.1865,-0.07758,-0.03927,-0.00676
1.1907,-0.09429,-0.02117,-0.00868
1.1950,-0.10841,-0.00795,-0.02264
1.2000,-0.12951,-0.00909,-0.05197
1.2026,-0.15399,0.00168,-0.06464
1.2142,-0.16641,-0.00902,-0.06544
1.2230,-0.18353,-0.00772,-0.06650
1.2230,-0.19346,-0.02662,-0.06529
1.2242,-0.18905,-0.03465,-0.04064
1.2260,-0.17404,-0.04022,-0.04483
1.2286,-0.16395,-0.03979,-0.04204
1.2313,-0.16708,-0.03222,-0.02405
1.2350,-0.17026,-0.03065,-0.02889
1.2392,-0.17829,-0.03501,-0.02784
1.2442,-0.16486,-0.03813,-0.01988
1.2468,-0.14683,-0.02580,-0.01541
1.2558,-0.13009,-0.00170,-0.00380
1.2630,-0.10047,0.00557,0.00178
1.2630,-0.08182,0.02584,0.01452
1.2632,-0.07158,0.02810,0.01551
1.2668,-0.05548,0.03271,0.02850
1.2713,-0.04299,0.04201,0.04989
1.2748,-0.03178,0.03697,0.07366
1.2788,-0.00397,0.04265,0.08788
1.2829,0.00707,0.03995,0.10930
1.2866,0.03696,0.03844,0.11770
1.2914,0.07625,0.02624,0.10724
1.2943,0.09026,0.03076,0.08747
1.2990,0.11607,0.02927,0.08246
1.3028,0.13113,0.03490,0.06699
1.3067,0.12592,0.04523,0.04948
1.3116,0.13273,0.06614,0.05485
1.3154,0.17156,0.08688,0.06729
1.3190,0.21012,0.10387,0.07619
1.3229,0.22805,0.09102,0.08146
1.3275,0.22907,0.02959,0.09384
1.3310,0.22290,-0.03135,0.08011
1.3351,0.18934,-0.07277,0.04751
1.3488,0.13943,-0.03427,0.03190
1.3489,0.11371,0.04072,0.03310
1.3522,0.09291,0.09013,0.02607
1.3523,0.07702,0.11182,0.03098
1.3594,0.09802,0.10482,0.03100
1.3595,0.11877,0.07769,0.02636
1.3621,0.14047,0.03654,0.02638
1.3652,0.15948,-0.00546,0.02765
1.3691,0.19619,-0.03880,0.03963
1.3734,0.20053,-0.05167,0.04207
1.3831,0.18932,-0.06562,0.04090
1.3834,0.17945,-0.05809,0.04220
1.3853,0.22190,-0.06487,0.03287
1.3891,0.21294,-0.06921,0.02110
1.3931,0.19222,-0.07233,0.01063
1.3972,0.20254,-0.05880,0.01927
1.4027,0.20203,-0.04181,0.00639
1.4048,0.19209,-0.04040,0.01018
1.4087,0.17501,-0.03186,0.01980
1.4129,0.15921,-0.03764,0.02681
1.4206,0.13518,-0.02198,0.02175
1.4318,0.10782,-0.02900,0.01306
1.4318,0.08307,-0.03002,0.00547
1.4385,0.07162,-0.03102,-0.01165
1.4395,0.06498,-0.02962,-0.02880
1.4419,0.04767,-0.02585,-0.03516
1.4419,0.02577,-0.02805,-0.03447
1.4453,0.00761,-0.01715,-0.02796
1.4487,-0.01396,-0.00515,-0.03107
1.4523,-0.04963,-0.00393,-0.03538
1.4685,-0.05525,0.00440,-0.03607
1.4686,-0.06676,0.01978,-0.03904
1.4686,-0.08281,0.02197,-0.04437
1.4687,-0.09992,0.02888,-0.03767
1.4723,-0.11214,0.02622,-0.02022
1.4763,-0.12058,0.02357,-0.01358
1.4805,-0.11709,0.02333,-0.01292
1.4846,-0.10888,0.01714,-0.00383
1.4901,-0.10186,0.00981,-0.01973
1.4924,-0.08895,0.00017,-0.04975
1.4992,-0.07024,-0.01297,-0.06404
1.5010,-0.05639,-0.01173,-0.07586
1.5055,-0.04144,-0.00220,-0.10887
1.5088,-0.02780,0.00368,-0.14392
1.5128,-0.02379,0.02496,-0.18233
1.5168,-0.03403,0.05794,-0.21566
1.5211,-0.03232,0.08587,-0.26392
1.5260,-0.04140,0.12426,-0.29515
