time,X_value,Y_value,Z_value
1.3565,-0.00329,0.00077,0.02258
1.3565,-0.00685,-0.00163,0.02478
1.3571,-0.00445,0.00082,0.02573
1.3572,-0.00919,0.00317,0.02316
1.3603,-0.01624,-0.00159,0.02058
1.3636,0.01119,-0.00034,0.02514
1.3679,0.01344,-0.00154,0.02494
1.3718,0.00977,-0.0039,0.02354
1.3761,0.01566,-0.00627,0.03286
1.3799,0.02026,-0.00148,0.01834
1.3856,0.02123,0.0092,0.01701
1.3889,0.01156,-0.00278,0.02639
1.3924,0.00196,-0.0052,0.02026
1.3955,-0.0099,-0.00044,0.01654
1.4001,-0.00497,-0.00404,0.01997
1.4047,0.0023,0.00071,0.02337
1.4071,0.01536,0.01014,0.01727
1.4112,0.01526,0.00529,0.02306
1.415,0.00206,0.00289,0.0193
1.4198,-0.00508,0.00172,0.00843
1.4241,-0.01929,-0.00303,-0.00234
1.4271,-0.01788,-0.01016,-0.00112
1.4311,-0.00707,-0.00291,0.00956
1.4349,-0.01057,-0.0041,0.01187
1.4406,-0.00815,-0.00167,0.01058
1.4436,-0.00693,0.00066,0.01408
1.447,-0.01166,-0.00178,0.01519
1.4528,-0.01046,0.00298,0.01626
1.459,-0.0104,-0.00656,0.01732
1.4609,-0.01032,-0.00411,0.01836
1.4634,-0.00074,0.00302,0.01109
1.467,0.00872,0.00302,0.00861
1.4855,0.01574,-0.00176,0.01211
1.4856,0.00725,-0.00296,0.02034
1.4856,-0.00234,-0.00419,0.01546
1.4959,-0.00586,0.00293,0.01178
1.496,-0.00106,0.00765,0.01406
1.4965,0.00725,0.00168,0.01155
1.4965,0.01073,0.00525,0.00433
1.4989,0.01179,0.00874,0.00668
1.5032,0.01052,0.00044,0.02203
1.5067,0.0117,0.00158,0.01235
1.5127,-0.00267,0.00388,0.0004
1.5152,-0.00855,0.00267,0.00514
1.5201,-0.00372,-0.00797,0.011
1.5241,-0.00371,0.00156,0.01212
1.532,-0.0001,0.00861,0.01323
1.5325,-0.0072,0.01202,0.01197
1.5344,-0.00599,0.00475,0.00596
1.5391,-0.00476,0.00351,0.00829
1.5427,-0.01541,0.00583,0.00348
1.5463,-0.01534,0.00456,0.00229
1.5517,-0.00465,0.01164,0.00585
1.5557,0.00246,0.00553,0.00584
1.5589,0.00476,0.0078,0.00463
1.5629,0.00587,0.0197,0.00218
1.568,-0.00847,0.00408,-0.00376
1.572,-0.00137,-0.0031,-0.01084
1.5749,0.00813,0.0017,-0.00957
1.5797,0.00329,0.00408,0.00476
1.5883,0.00079,-0.00424,0.00234
1.5907,-0.00397,0.00046,0.01067
1.5914,-0.01231,0.00284,0.01415
1.595,-0.00873,0.0004,0.00218
1.5985,-0.00516,-0.0044,0.00932
1.6138,-0.00757,-0.01285,0.01408
1.6139,-0.01114,-0.00803,0.00924
1.614,-0.00401,0.00858,-0.00267
1.616,0.00425,0.01083,-0.00261
1.6181,0.01606,0.0119,-0.00495
1.6264,0.02177,-0.00013,-0.00843
1.6264,0.01678,-0.00135,-0.01428
1.6352,0.00823,0.00216,-0.01175
1.6359,-0.00492,0.01042,-0.00807
1.6381,-0.00015,0.00669,-0.00796
1.6418,-0.00137,0.01141,-0.00671
1.647,0.00331,0.00538,0.00167
1.652,0.00677,0.00416,0.00284
1.6545,-0.0004,0.00523,0.00523
1.658,-0.00517,-0.00436,0.00164
1.6615,-0.01698,-0.00437,-0.01023
1.6656,-0.00501,-0.00793,-0.00181
1.6696,0.00329,-0.00202,-0.00056
1.6735,0.01631,0.00386,-0.01002
1.677,0.01617,0.00614,-0.01347
1.6814,0.0101,0.00371,-0.01573
1.6861,0.01239,0.00128,-0.00728
1.6898,0.00874,-0.00472,-0.0155
1.6941,0.01105,0.00131,-0.02253
1.6989,0.01214,0.00482,-0.01995
1.7017,0.01565,0.01306,-0.01264
1.7057,0.0203,0.00936,-0.01253
1.7104,0.00707,0.00565,-0.01239
1.7138,0.0035,-0.00265,-0.00876
1.7322,0.00353,-0.00142,-0.0087
1.7326,0.01304,0.00096,-0.02051
1.7329,0.0023,-0.00138,-0.01443
1.733,-0.00601,0.00697,-0.00838
1.7337,-0.01427,0.00456,-0.00832
1.7373,-0.00938,-0.0133,-0.01062
1.7409,-0.00456,-0.00841,-0.0058
1.7461,-0.00574,0.00361,-0.01409
1.75,-0.00684,0.00709,-0.01396
1.7529,-0.01165,0.0035,-0.00315
1.7577,-0.00319,-0.00485,-0.01382
1.761,0.00629,-0.00714,-0.01728
1.7661,0.01577,0.00365,-0.01835
1.7698,0.01451,0.00715,-0.00868
1.7772,0.00137,-0.00841,-0.01453
1.7772,0.00018,-0.00838,-0.00607
1.7807,-0.00456,-0.0024,-0.00958
1.7844,-0.00928,-0.00232,-0.01071
1.7886,-0.00087,0.00366,-0.00826
1.7941,0.00029,0.00359,-0.02124
1.7967,0.0086,-0.00117,-0.02107
1.8009,0.00614,-0.00245,-0.02559
1.8044,-0.00341,-0.00722,-0.01824
1.8094,-0.00696,-0.00243,-0.01214
1.8126,-0.00336,-3E-05,-0.01441
1.8163,-0.001,-0.00353,-0.01788
1.8215,-0.00096,0.00719,-0.01892
1.8256,0.00861,0.00359,-0.02472
1.8304,0.00853,0.00238,-0.01739
1.836,0.00486,2E-05,-0.00775
1.838,-0.00228,0.00713,-0.01124
1.8427,-0.01061,0.00232,-0.00759
1.8442,-0.00224,0.00356,-0.01112
1.8484,9E-05,-0.00713,-0.01578
1.8692,3E-05,0.00243,-0.01802
1.8692,0.00831,0.00126,-0.00957
1.8694,0.00938,-0.00347,-0.00236
1.8695,0.01165,-0.00705,-0.01183
1.8696,0.00559,-0.00221,-0.02243
1.8802,0.00198,0.00141,-0.01394
1.8803,0.00555,0.00498,-0.0079
1.882,0.00195,-0.00222,-0.00901
1.8858,0.00911,-0.00217,-0.01252
1.8884,0.00074,0.00029,-0.01245
1.8918,-0.00872,0.00861,-0.00998
1.8956,-0.00631,0.00742,-0.01111
1.9084,0.00207,0.00264,-0.01459
1.9084,0.0032,0.0109,-0.01208
1.9143,-0.00274,0.00131,-0.01555
1.9145,-0.00151,0.00017,-0.01901
1.9165,0.00797,0.00248,-0.02001
1.9208,0.00912,0.00244,-0.01033
